id,amount,category,created_at,currency,description,expense_date,status,title
183,89,INFRASTRUCTURE,2026-03-27 10:43:00,USD,Database Hosting,2026-03-27 10:43:00,PAID,Database Hosting
133,45,SUPPORT,2026-03-27 16:55:00,USD,Customer Support Tool,2026-03-27 16:55:00,PAID,Customer Support Tool
310,71,CONTENT,2026-03-28 16:10:00,USD,Video Production,2026-03-28 16:10:00,PAID,Video Production
504,50,TOOLS,2026-04-01 10:41:00,USD,SaaS Subscription,2026-04-01 10:41:00,PAID,SaaS Subscription
388,153,MARKETING,2026-04-01 15:37:00,USD,Google Ads,2026-04-01 15:37:00,PAID,Google Ads
80,562,SALARY,2026-04-01 16:12:00,USD,Developer Salary,2026-04-01 16:12:00,PAID,Developer Salary
40,861,SALARY,2026-04-01 17:37:00,USD,QA Salary,2026-04-01 17:37:00,PAID,QA Salary
75,111,MARKETING,2026-04-02 10:12:00,USD,SEO Tools,2026-04-02 10:12:00,PAID,SEO Tools
41,217,MARKETING,2026-04-02 10:36:00,USD,Facebook Ads,2026-04-02 10:36:00,PENDING,Facebook Ads
413,95,INFRASTRUCTURE,2026-04-02 13:35:00,USD,AWS Services,2026-04-02 13:35:00,PAID,AWS Services
437,397,SALARY,2026-04-02 14:25:00,USD,QA Salary,2026-04-02 14:25:00,PAID,QA Salary
49,91,SUPPORT,2026-04-02 14:47:00,USD,Customer Support Tool,2026-04-02 14:47:00,PAID,Customer Support Tool
45,84,TOOLS,2026-04-03 11:03:00,USD,LMS Plugin,2026-04-03 11:03:00,PAID,LMS Plugin
389,87,INFRASTRUCTURE,2026-04-03 13:44:00,USD,AWS Services,2026-04-03 13:44:00,PAID,AWS Services
43,139,INFRASTRUCTURE,2026-04-03 14:41:00,USD,Database Hosting,2026-04-03 14:41:00,PAID,Database Hosting
47,164,CONTENT,2026-04-04 09:55:00,USD,Course Materials,2026-04-04 09:55:00,PENDING,Course Materials
443,97,INFRASTRUCTURE,2026-04-04 15:29:00,USD,CDN Costs,2026-04-04 15:29:00,PAID,CDN Costs
253,47,SUPPORT,2026-04-04 16:29:00,USD,Help Desk Software,2026-04-04 16:29:00,PAID,Help Desk Software
462,56,INFRASTRUCTURE,2026-04-05 10:08:00,USD,Cloud Hosting,2026-04-05 10:08:00,PAID,Cloud Hosting
76,60,INFRASTRUCTURE,2026-04-05 10:49:00,USD,CDN Costs,2026-04-05 10:49:00,PAID,CDN Costs
461,149,MARKETING,2026-04-05 16:24:00,USD,Influencer Campaign,2026-04-05 16:24:00,PAID,Influencer Campaign
481,128,CONTENT,2026-04-06 08:21:00,USD,Video Production,2026-04-06 08:21:00,PAID,Video Production
385,58,TOOLS,2026-04-06 12:39:00,USD,Analytics Tool,2026-04-06 12:39:00,PAID,Analytics Tool
182,579,SALARY,2026-04-06 13:15:00,USD,QA Salary,2026-04-06 13:15:00,PAID,QA Salary
74,109,CONTENT,2026-04-07 09:55:00,USD,Course Materials,2026-04-07 09:55:00,PAID,Course Materials
289,430,SALARY,2026-04-07 10:08:00,USD,QA Salary,2026-04-07 10:08:00,PAID,QA Salary
203,119,CONTENT,2026-04-07 10:41:00,USD,Freelance Writer,2026-04-07 10:41:00,PAID,Freelance Writer
251,100,CONTENT,2026-04-08 10:03:00,USD,Stock Assets,2026-04-08 10:03:00,PAID,Stock Assets
367,127,CONTENT,2026-04-08 10:27:00,USD,Course Materials,2026-04-08 10:27:00,PAID,Course Materials
380,33,TOOLS,2026-04-08 14:49:00,USD,Video Hosting,2026-04-08 14:49:00,PAID,Video Hosting
286,114,MARKETING,2026-04-08 14:53:00,USD,Influencer Campaign,2026-04-08 14:53:00,PAID,Influencer Campaign
218,142,MARKETING,2026-04-09 08:45:00,USD,Facebook Ads,2026-04-09 08:45:00,PAID,Facebook Ads
158,123,CONTENT,2026-04-09 12:01:00,USD,Course Materials,2026-04-09 12:01:00,PAID,Course Materials
486,118,MARKETING,2026-04-09 16:55:00,USD,Influencer Campaign,2026-04-09 16:55:00,PAID,Influencer Campaign
284,431,SALARY,2026-04-10 14:51:00,USD,Designer Salary,2026-04-10 14:51:00,PAID,Designer Salary
485,43,TOOLS,2026-04-10 16:14:00,USD,Video Hosting,2026-04-10 16:14:00,PAID,Video Hosting
311,78,INFRASTRUCTURE,2026-04-10 16:23:00,USD,Database Hosting,2026-04-10 16:23:00,PAID,Database Hosting
166,379,SALARY,2026-04-11 14:43:00,USD,Developer Salary,2026-04-11 14:43:00,PAID,Developer Salary
116,539,SALARY,2026-04-11 15:47:00,USD,Developer Salary,2026-04-11 15:47:00,PAID,Developer Salary
120,97,CONTENT,2026-04-11 17:38:00,USD,Course Materials,2026-04-11 17:38:00,PAID,Course Materials
191,83,CONTENT,2026-04-12 08:42:00,USD,Video Production,2026-04-12 08:42:00,PAID,Video Production
234,55,SUPPORT,2026-04-12 14:25:00,USD,Customer Support Tool,2026-04-12 14:25:00,PAID,Customer Support Tool
243,111,CONTENT,2026-04-12 16:00:00,USD,Course Materials,2026-04-12 16:00:00,PAID,Course Materials
170,41,SUPPORT,2026-04-13 08:30:00,USD,Help Desk Software,2026-04-13 08:30:00,PAID,Help Desk Software
447,587,SALARY,2026-04-13 13:13:00,USD,QA Salary,2026-04-13 13:13:00,PAID,QA Salary
487,58,SUPPORT,2026-04-13 13:33:00,USD,Help Desk Software,2026-04-13 13:33:00,PAID,Help Desk Software
460,38,TOOLS,2026-04-13 14:34:00,USD,Analytics Tool,2026-04-13 14:34:00,PAID,Analytics Tool
131,92,CONTENT,2026-04-14 11:17:00,USD,Course Materials,2026-04-14 11:17:00,PAID,Course Materials
117,343,SALARY,2026-04-14 16:35:00,USD,Developer Salary,2026-04-14 16:35:00,PAID,Developer Salary
184,83,INFRASTRUCTURE,2026-04-15 12:31:00,USD,AWS Services,2026-04-15 12:31:00,PAID,AWS Services
279,95,CONTENT,2026-04-15 12:35:00,USD,Video Production,2026-04-15 12:35:00,PAID,Video Production
42,216,MARKETING,2026-04-15 12:55:00,USD,Influencer Campaign,2026-04-15 12:55:00,PAID,Influencer Campaign
46,84,TOOLS,2026-04-15 13:52:00,USD,LMS Plugin,2026-04-15 13:52:00,PAID,LMS Plugin
50,86,SUPPORT,2026-04-15 16:50:00,USD,CRM License,2026-04-15 16:50:00,PAID,CRM License
343,74,CONTENT,2026-04-15 17:32:00,USD,Stock Assets,2026-04-15 17:32:00,PAID,Stock Assets
377,38,TOOLS,2026-04-16 10:10:00,USD,SaaS Subscription,2026-04-16 10:10:00,PAID,SaaS Subscription
107,357,SALARY,2026-04-16 14:28:00,USD,Content Creator Salary,2026-04-16 14:28:00,PAID,Content Creator Salary
261,140,MARKETING,2026-04-16 16:34:00,USD,Email Marketing,2026-04-16 16:34:00,PAID,Email Marketing
426,155,MARKETING,2026-04-17 11:21:00,USD,SEO Tools,2026-04-17 11:21:00,PAID,SEO Tools
44,142,INFRASTRUCTURE,2026-04-17 14:09:00,USD,Database Hosting,2026-04-17 14:09:00,PAID,Database Hosting
465,45,TOOLS,2026-04-17 16:52:00,USD,LMS Plugin,2026-04-17 16:52:00,PAID,LMS Plugin
470,526,SALARY,2026-04-17 16:56:00,USD,Designer Salary,2026-04-17 16:56:00,PAID,Designer Salary
473,41,TOOLS,2026-04-17 17:46:00,USD,LMS Plugin,2026-04-17 17:46:00,PAID,LMS Plugin
368,96,MARKETING,2026-04-18 11:41:00,USD,SEO Tools,2026-04-18 11:41:00,PAID,SEO Tools
48,178,CONTENT,2026-04-18 13:17:00,USD,Freelance Writer,2026-04-18 13:17:00,PAID,Freelance Writer
454,84,INFRASTRUCTURE,2026-04-18 14:39:00,USD,AWS Services,2026-04-18 14:39:00,PAID,AWS Services
252,461,SALARY,2026-04-18 16:22:00,USD,Designer Salary,2026-04-18 16:22:00,PAID,Designer Salary
336,110,MARKETING,2026-04-19 09:46:00,USD,Email Marketing,2026-04-19 09:46:00,PAID,Email Marketing
439,146,MARKETING,2026-04-19 09:52:00,USD,Email Marketing,2026-04-19 09:52:00,PAID,Email Marketing
446,39,TOOLS,2026-04-19 11:39:00,USD,Analytics Tool,2026-04-19 11:39:00,PAID,Analytics Tool
250,104,INFRASTRUCTURE,2026-04-19 15:11:00,USD,CDN Costs,2026-04-19 15:11:00,PAID,CDN Costs
357,45,SUPPORT,2026-04-19 16:02:00,USD,Help Desk Software,2026-04-19 16:02:00,PAID,Help Desk Software
448,67,INFRASTRUCTURE,2026-04-19 16:44:00,USD,Cloud Hosting,2026-04-19 16:44:00,PAID,Cloud Hosting
228,40,TOOLS,2026-04-20 09:04:00,USD,LMS Plugin,2026-04-20 09:04:00,PAID,LMS Plugin
210,91,CONTENT,2026-04-20 09:14:00,USD,Video Production,2026-04-20 09:14:00,PAID,Video Production
256,80,INFRASTRUCTURE,2026-04-20 13:11:00,USD,AWS Services,2026-04-20 13:11:00,PAID,AWS Services
452,43,SUPPORT,2026-04-21 08:05:00,USD,Help Desk Software,2026-04-21 08:05:00,PAID,Help Desk Software
104,138,MARKETING,2026-04-21 09:08:00,USD,Facebook Ads,2026-04-21 09:08:00,PAID,Facebook Ads
177,109,CONTENT,2026-04-21 09:18:00,USD,Course Materials,2026-04-21 09:18:00,PAID,Course Materials
471,57,SUPPORT,2026-04-21 09:43:00,USD,Customer Support Tool,2026-04-21 09:43:00,PAID,Customer Support Tool
110,47,SUPPORT,2026-04-22 11:30:00,USD,Customer Support Tool,2026-04-22 11:30:00,PAID,Customer Support Tool
432,390,SALARY,2026-04-22 12:09:00,USD,Developer Salary,2026-04-22 12:09:00,PAID,Developer Salary
299,86,INFRASTRUCTURE,2026-04-22 13:10:00,USD,Cloud Hosting,2026-04-22 13:10:00,PAID,Cloud Hosting
84,123,MARKETING,2026-04-22 13:57:00,USD,Google Ads,2026-04-22 13:57:00,PAID,Google Ads
127,126,CONTENT,2026-04-22 16:08:00,USD,Freelance Writer,2026-04-22 16:08:00,PAID,Freelance Writer
496,67,SUPPORT,2026-04-22 17:51:00,USD,Help Desk Software,2026-04-22 17:51:00,PAID,Help Desk Software
241,33,TOOLS,2026-04-22 17:55:00,USD,SaaS Subscription,2026-04-22 17:55:00,PAID,SaaS Subscription
456,56,INFRASTRUCTURE,2026-04-23 09:37:00,USD,Database Hosting,2026-04-23 09:37:00,PAID,Database Hosting
90,137,MARKETING,2026-04-23 11:44:00,USD,Facebook Ads,2026-04-23 11:44:00,PAID,Facebook Ads
257,75,INFRASTRUCTURE,2026-04-23 13:54:00,USD,Database Hosting,2026-04-23 13:54:00,PAID,Database Hosting
307,114,MARKETING,2026-04-24 08:44:00,USD,Google Ads,2026-04-24 08:44:00,PAID,Google Ads
403,71,CONTENT,2026-04-24 13:59:00,USD,Course Materials,2026-04-24 13:59:00,PAID,Course Materials
298,638,SALARY,2026-04-24 16:42:00,USD,QA Salary,2026-04-24 16:42:00,PAID,QA Salary
217,131,MARKETING,2026-04-25 09:18:00,USD,SEO Tools,2026-04-25 09:18:00,PAID,SEO Tools
490,58,SUPPORT,2026-04-25 11:46:00,USD,Help Desk Software,2026-04-25 11:46:00,PAID,Help Desk Software
297,60,TOOLS,2026-04-25 11:47:00,USD,Analytics Tool,2026-04-25 11:47:00,PAID,Analytics Tool
378,410,SALARY,2026-04-25 12:26:00,USD,Designer Salary,2026-04-25 12:26:00,PAID,Designer Salary
320,54,SUPPORT,2026-04-26 08:23:00,USD,CRM License,2026-04-26 08:23:00,PAID,CRM License
419,47,TOOLS,2026-04-26 08:53:00,USD,LMS Plugin,2026-04-26 08:53:00,PAID,LMS Plugin
138,351,SALARY,2026-04-26 16:06:00,USD,Designer Salary,2026-04-26 16:06:00,PAID,Designer Salary
464,50,SUPPORT,2026-04-26 17:59:00,USD,Help Desk Software,2026-04-26 17:59:00,PAID,Help Desk Software
386,59,SUPPORT,2026-04-27 15:05:00,USD,Help Desk Software,2026-04-27 15:05:00,PAID,Help Desk Software
54,140,INFRASTRUCTURE,2026-05-01 08:15:00,USD,Database Hosting,2026-05-01 08:15:00,PAID,Database Hosting
249,100,CONTENT,2026-05-01 08:54:00,USD,Course Materials,2026-05-01 08:54:00,PAID,Course Materials
506,97,CONTENT,2026-05-01 15:30:00,USD,Freelance Writer,2026-05-01 15:30:00,PAID,Freelance Writer
52,203,MARKETING,2026-05-02 08:15:00,USD,Facebook Ads,2026-05-02 08:15:00,PENDING,Facebook Ads
88,65,SUPPORT,2026-05-02 09:41:00,USD,Help Desk Software,2026-05-02 09:41:00,PAID,Help Desk Software
145,541,SALARY,2026-05-02 12:12:00,USD,QA Salary,2026-05-02 12:12:00,PAID,QA Salary
476,61,SUPPORT,2026-05-02 12:51:00,USD,Help Desk Software,2026-05-02 12:51:00,PAID,Help Desk Software
275,585,SALARY,2026-05-02 14:33:00,USD,Developer Salary,2026-05-02 14:33:00,PAID,Developer Salary
151,59,SUPPORT,2026-05-02 17:53:00,USD,CRM License,2026-05-02 17:53:00,PAID,CRM License
56,76,TOOLS,2026-05-03 09:18:00,USD,SaaS Subscription,2026-05-03 09:18:00,PAID,SaaS Subscription
60,99,SUPPORT,2026-05-03 12:27:00,USD,CRM License,2026-05-03 12:27:00,PAID,CRM License
51,926,SALARY,2026-05-04 10:49:00,USD,Developer Salary,2026-05-04 10:49:00,PAID,Developer Salary
382,58,TOOLS,2026-05-04 15:52:00,USD,Analytics Tool,2026-05-04 15:52:00,PAID,Analytics Tool
58,186,CONTENT,2026-05-04 16:01:00,USD,Freelance Writer,2026-05-04 16:01:00,PAID,Freelance Writer
192,49,TOOLS,2026-05-05 10:11:00,USD,Analytics Tool,2026-05-05 10:11:00,PAID,Analytics Tool
175,135,MARKETING,2026-05-05 10:14:00,USD,Influencer Campaign,2026-05-05 10:14:00,PAID,Influencer Campaign
200,35,TOOLS,2026-05-05 10:14:00,USD,LMS Plugin,2026-05-05 10:14:00,PAID,LMS Plugin
314,95,CONTENT,2026-05-05 12:20:00,USD,Course Materials,2026-05-05 12:20:00,PAID,Course Materials
392,34,TOOLS,2026-05-06 16:24:00,USD,Analytics Tool,2026-05-06 16:24:00,PAID,Analytics Tool
147,52,SUPPORT,2026-05-07 11:18:00,USD,Customer Support Tool,2026-05-07 11:18:00,PAID,Customer Support Tool
335,111,MARKETING,2026-05-08 12:51:00,USD,SEO Tools,2026-05-08 12:51:00,PAID,SEO Tools
102,64,SUPPORT,2026-05-09 09:23:00,USD,Help Desk Software,2026-05-09 09:23:00,PAID,Help Desk Software
222,44,SUPPORT,2026-05-09 14:48:00,USD,Customer Support Tool,2026-05-09 14:48:00,PAID,Customer Support Tool
374,84,CONTENT,2026-05-09 17:39:00,USD,Video Production,2026-05-09 17:39:00,PAID,Video Production
491,55,SUPPORT,2026-05-11 10:20:00,USD,Customer Support Tool,2026-05-11 10:20:00,PAID,Customer Support Tool
327,70,SUPPORT,2026-05-11 10:34:00,USD,CRM License,2026-05-11 10:34:00,PAID,CRM License
434,97,INFRASTRUCTURE,2026-05-11 10:45:00,USD,AWS Services,2026-05-11 10:45:00,PAID,AWS Services
248,158,MARKETING,2026-05-12 09:07:00,USD,Email Marketing,2026-05-12 09:07:00,PAID,Email Marketing
438,67,INFRASTRUCTURE,2026-05-12 13:52:00,USD,Cloud Hosting,2026-05-12 13:52:00,PAID,Cloud Hosting
199,97,INFRASTRUCTURE,2026-05-13 13:31:00,USD,Cloud Hosting,2026-05-13 13:31:00,PAID,Cloud Hosting
143,149,MARKETING,2026-05-13 16:50:00,USD,Influencer Campaign,2026-05-13 16:50:00,PAID,Influencer Campaign
206,71,CONTENT,2026-05-13 17:40:00,USD,Course Materials,2026-05-13 17:40:00,PAID,Course Materials
346,42,SUPPORT,2026-05-14 10:48:00,USD,Customer Support Tool,2026-05-14 10:48:00,PAID,Customer Support Tool
406,83,CONTENT,2026-05-14 11:44:00,USD,Freelance Writer,2026-05-14 11:44:00,PAID,Freelance Writer
290,66,INFRASTRUCTURE,2026-05-15 17:31:00,USD,Cloud Hosting,2026-05-15 17:31:00,PAID,Cloud Hosting
59,184,CONTENT,2026-05-16 10:38:00,USD,Video Production,2026-05-16 10:38:00,PAID,Video Production
57,79,TOOLS,2026-05-16 11:41:00,USD,Analytics Tool,2026-05-16 11:41:00,PAID,Analytics Tool
53,231,MARKETING,2026-05-16 12:23:00,USD,SEO Tools,2026-05-16 12:23:00,PAID,SEO Tools
223,130,MARKETING,2026-05-16 13:35:00,USD,Influencer Campaign,2026-05-16 13:35:00,PAID,Influencer Campaign
61,96,SUPPORT,2026-05-16 15:19:00,USD,Customer Support Tool,2026-05-16 15:19:00,PAID,Customer Support Tool
137,114,CONTENT,2026-05-16 17:42:00,USD,Course Materials,2026-05-16 17:42:00,PAID,Course Materials
213,553,SALARY,2026-05-17 09:30:00,USD,Developer Salary,2026-05-17 09:30:00,PAID,Developer Salary
232,43,SUPPORT,2026-05-17 11:39:00,USD,Help Desk Software,2026-05-17 11:39:00,PAID,Help Desk Software
219,466,SALARY,2026-05-17 16:00:00,USD,Designer Salary,2026-05-17 16:00:00,PAID,Designer Salary
383,44,TOOLS,2026-05-18 08:35:00,USD,SaaS Subscription,2026-05-18 08:35:00,PAID,SaaS Subscription
371,48,SUPPORT,2026-05-18 09:11:00,USD,Help Desk Software,2026-05-18 09:11:00,PAID,Help Desk Software
152,92,INFRASTRUCTURE,2026-05-18 09:50:00,USD,AWS Services,2026-05-18 09:50:00,PAID,AWS Services
420,561,SALARY,2026-05-18 11:36:00,USD,Content Creator Salary,2026-05-18 11:36:00,PAID,Content Creator Salary
136,41,SUPPORT,2026-05-18 13:45:00,USD,CRM License,2026-05-18 13:45:00,PAID,CRM License
55,139,INFRASTRUCTURE,2026-05-18 17:35:00,USD,AWS Services,2026-05-18 17:35:00,PAID,AWS Services
266,69,SUPPORT,2026-05-19 16:11:00,USD,CRM License,2026-05-19 16:11:00,PAID,CRM License
422,36,TOOLS,2026-05-20 10:38:00,USD,LMS Plugin,2026-05-20 10:38:00,PAID,LMS Plugin
118,54,SUPPORT,2026-05-20 12:56:00,USD,Help Desk Software,2026-05-20 12:56:00,PAID,Help Desk Software
280,48,TOOLS,2026-05-20 17:27:00,USD,LMS Plugin,2026-05-20 17:27:00,PAID,LMS Plugin
495,614,SALARY,2026-05-21 09:05:00,USD,Designer Salary,2026-05-21 09:05:00,PAID,Designer Salary
134,136,MARKETING,2026-05-21 11:13:00,USD,Influencer Campaign,2026-05-21 11:13:00,PAID,Influencer Campaign
187,475,SALARY,2026-05-21 17:37:00,USD,Designer Salary,2026-05-21 17:37:00,PAID,Designer Salary
209,115,CONTENT,2026-05-22 12:10:00,USD,Course Materials,2026-05-22 12:10:00,PAID,Course Materials
398,46,TOOLS,2026-05-22 15:26:00,USD,SaaS Subscription,2026-05-22 15:26:00,PAID,SaaS Subscription
362,634,SALARY,2026-05-23 08:15:00,USD,Content Creator Salary,2026-05-23 08:15:00,PAID,Content Creator Salary
92,157,MARKETING,2026-05-23 14:53:00,USD,SEO Tools,2026-05-23 14:53:00,PAID,SEO Tools
330,79,INFRASTRUCTURE,2026-05-24 13:28:00,USD,Database Hosting,2026-05-24 13:28:00,PAID,Database Hosting
410,64,SUPPORT,2026-05-24 15:31:00,USD,Customer Support Tool,2026-05-24 15:31:00,PAID,Customer Support Tool
345,431,SALARY,2026-05-24 16:25:00,USD,QA Salary,2026-05-24 16:25:00,PAID,QA Salary
128,484,SALARY,2026-05-24 16:59:00,USD,QA Salary,2026-05-24 16:59:00,PAID,QA Salary
453,42,SUPPORT,2026-05-25 08:48:00,USD,Help Desk Software,2026-05-25 08:48:00,PAID,Help Desk Software
502,51,TOOLS,2026-05-25 11:39:00,USD,Video Hosting,2026-05-25 11:39:00,PAID,Video Hosting
129,144,MARKETING,2026-05-25 17:11:00,USD,Google Ads,2026-05-25 17:11:00,PAID,Google Ads
408,57,SUPPORT,2026-05-26 12:27:00,USD,CRM License,2026-05-26 12:27:00,PAID,CRM License
195,103,INFRASTRUCTURE,2026-05-26 14:30:00,USD,Cloud Hosting,2026-05-26 14:30:00,PAID,Cloud Hosting
159,73,CONTENT,2026-05-26 15:31:00,USD,Video Production,2026-05-26 15:31:00,PAID,Video Production
397,502,SALARY,2026-05-26 17:56:00,USD,Designer Salary,2026-05-26 17:56:00,PAID,Designer Salary
278,139,MARKETING,2026-05-27 08:02:00,USD,Influencer Campaign,2026-05-27 08:02:00,PAID,Influencer Campaign
165,117,MARKETING,2026-05-27 12:26:00,USD,Email Marketing,2026-05-27 12:26:00,PAID,Email Marketing
482,164,MARKETING,2026-05-27 15:48:00,USD,Email Marketing,2026-05-27 15:48:00,PAID,Email Marketing
351,46,TOOLS,2026-05-27 17:09:00,USD,Analytics Tool,2026-05-27 17:09:00,PAID,Analytics Tool
255,70,INFRASTRUCTURE,2026-05-28 10:35:00,USD,CDN Costs,2026-05-28 10:35:00,PAID,CDN Costs
142,45,SUPPORT,2026-05-28 16:55:00,USD,Customer Support Tool,2026-05-28 16:55:00,PAID,Customer Support Tool
62,968,SALARY,2026-06-01 08:32:00,USD,Content Creator Salary,2026-06-01 08:32:00,PAID,Content Creator Salary
372,74,INFRASTRUCTURE,2026-06-01 14:26:00,USD,CDN Costs,2026-06-01 14:26:00,PAID,CDN Costs
394,55,TOOLS,2026-06-02 12:19:00,USD,Video Hosting,2026-06-02 12:19:00,PAID,Video Hosting
305,407,SALARY,2026-06-02 13:41:00,USD,Developer Salary,2026-06-02 13:41:00,PAID,Developer Salary
71,93,SUPPORT,2026-06-03 09:14:00,USD,Customer Support Tool,2026-06-03 09:14:00,PAID,Customer Support Tool
65,146,INFRASTRUCTURE,2026-06-03 11:09:00,USD,AWS Services,2026-06-03 11:09:00,PAID,AWS Services
161,143,MARKETING,2026-06-03 11:55:00,USD,Facebook Ads,2026-06-03 11:55:00,PAID,Facebook Ads
67,83,TOOLS,2026-06-03 12:58:00,USD,Video Hosting,2026-06-03 12:58:00,PAID,Video Hosting
69,189,CONTENT,2026-06-03 16:19:00,USD,Video Production,2026-06-03 16:19:00,PAID,Video Production
469,167,MARKETING,2026-06-03 16:54:00,USD,Influencer Campaign,2026-06-03 16:54:00,PAID,Influencer Campaign
479,109,CONTENT,2026-06-04 10:58:00,USD,Video Production,2026-06-04 10:58:00,PAID,Video Production
89,37,TOOLS,2026-06-04 15:24:00,USD,LMS Plugin,2026-06-04 15:24:00,PAID,LMS Plugin
325,61,SUPPORT,2026-06-04 17:22:00,USD,Customer Support Tool,2026-06-04 17:22:00,PAID,Customer Support Tool
418,47,TOOLS,2026-06-05 10:40:00,USD,LMS Plugin,2026-06-05 10:40:00,PAID,LMS Plugin
63,217,MARKETING,2026-06-05 17:18:00,USD,Facebook Ads,2026-06-05 17:18:00,PAID,Facebook Ads
77,81,INFRASTRUCTURE,2026-06-06 08:00:00,USD,AWS Services,2026-06-06 08:00:00,PAID,AWS Services
497,92,INFRASTRUCTURE,2026-06-06 12:29:00,USD,Cloud Hosting,2026-06-06 12:29:00,PAID,Cloud Hosting
312,473,SALARY,2026-06-06 17:54:00,USD,Designer Salary,2026-06-06 17:54:00,PAID,Designer Salary
431,73,INFRASTRUCTURE,2026-06-07 11:12:00,USD,CDN Costs,2026-06-07 11:12:00,PAID,CDN Costs
225,40,TOOLS,2026-06-08 10:06:00,USD,Video Hosting,2026-06-08 10:06:00,PAID,Video Hosting
324,119,CONTENT,2026-06-08 10:35:00,USD,Stock Assets,2026-06-08 10:35:00,PAID,Stock Assets
247,69,INFRASTRUCTURE,2026-06-08 11:14:00,USD,AWS Services,2026-06-08 11:14:00,PAID,AWS Services
202,37,TOOLS,2026-06-08 13:46:00,USD,Video Hosting,2026-06-08 13:46:00,PAID,Video Hosting
503,380,SALARY,2026-06-09 08:04:00,USD,Content Creator Salary,2026-06-09 08:04:00,PAID,Content Creator Salary
365,62,TOOLS,2026-06-09 08:35:00,USD,Analytics Tool,2026-06-09 08:35:00,PAID,Analytics Tool
271,127,CONTENT,2026-06-09 14:17:00,USD,Course Materials,2026-06-09 14:17:00,PAID,Course Materials
259,157,MARKETING,2026-06-09 16:27:00,USD,Google Ads,2026-06-09 16:27:00,PAID,Google Ads
197,83,CONTENT,2026-06-09 16:36:00,USD,Stock Assets,2026-06-09 16:36:00,PAID,Stock Assets
169,120,CONTENT,2026-06-10 09:18:00,USD,Stock Assets,2026-06-10 09:18:00,PAID,Stock Assets
338,383,SALARY,2026-06-10 17:24:00,USD,Developer Salary,2026-06-10 17:24:00,PAID,Developer Salary
329,106,CONTENT,2026-06-11 11:36:00,USD,Stock Assets,2026-06-11 11:36:00,PAID,Stock Assets
264,87,INFRASTRUCTURE,2026-06-11 13:23:00,USD,CDN Costs,2026-06-11 13:23:00,PAID,CDN Costs
108,592,SALARY,2026-06-11 16:49:00,USD,Designer Salary,2026-06-11 16:49:00,PAID,Designer Salary
381,50,TOOLS,2026-06-11 17:47:00,USD,SaaS Subscription,2026-06-11 17:47:00,PAID,SaaS Subscription
135,60,SUPPORT,2026-06-12 10:45:00,USD,Help Desk Software,2026-06-12 10:45:00,PAID,Help Desk Software
505,75,INFRASTRUCTURE,2026-06-13 10:44:00,USD,Database Hosting,2026-06-13 10:44:00,PAID,Database Hosting
111,167,MARKETING,2026-06-13 16:57:00,USD,Facebook Ads,2026-06-13 16:57:00,PAID,Facebook Ads
326,415,SALARY,2026-06-14 10:50:00,USD,QA Salary,2026-06-14 10:50:00,PAID,QA Salary
121,565,SALARY,2026-06-15 09:48:00,USD,Developer Salary,2026-06-15 09:48:00,PAID,Developer Salary
480,98,INFRASTRUCTURE,2026-06-15 10:16:00,USD,AWS Services,2026-06-15 10:16:00,PAID,AWS Services
493,73,INFRASTRUCTURE,2026-06-15 11:46:00,USD,AWS Services,2026-06-15 11:46:00,PAID,AWS Services
498,104,INFRASTRUCTURE,2026-06-15 14:44:00,USD,CDN Costs,2026-06-15 14:44:00,PAID,CDN Costs
240,56,TOOLS,2026-06-15 17:30:00,USD,LMS Plugin,2026-06-15 17:30:00,PAID,LMS Plugin
68,87,TOOLS,2026-06-16 13:46:00,USD,Video Hosting,2026-06-16 13:46:00,PENDING,Video Hosting
215,48,TOOLS,2026-06-17 11:51:00,USD,Video Hosting,2026-06-17 11:51:00,PAID,Video Hosting
64,218,MARKETING,2026-06-17 12:40:00,USD,Influencer Campaign,2026-06-17 12:40:00,PAID,Influencer Campaign
467,86,INFRASTRUCTURE,2026-06-17 14:59:00,USD,CDN Costs,2026-06-17 14:59:00,PAID,CDN Costs
300,102,CONTENT,2026-06-18 09:16:00,USD,Course Materials,2026-06-18 09:16:00,PAID,Course Materials
70,172,CONTENT,2026-06-18 10:47:00,USD,Video Production,2026-06-18 10:47:00,PENDING,Video Production
72,92,SUPPORT,2026-06-18 13:23:00,USD,CRM License,2026-06-18 13:23:00,PAID,CRM License
66,137,INFRASTRUCTURE,2026-06-18 13:43:00,USD,Cloud Hosting,2026-06-18 13:43:00,PAID,Cloud Hosting
318,69,INFRASTRUCTURE,2026-06-19 08:23:00,USD,Cloud Hosting,2026-06-19 08:23:00,PAID,Cloud Hosting
221,86,INFRASTRUCTURE,2026-06-19 12:54:00,USD,CDN Costs,2026-06-19 12:54:00,PAID,CDN Costs
272,82,CONTENT,2026-06-19 15:26:00,USD,Freelance Writer,2026-06-19 15:26:00,PAID,Freelance Writer
181,118,MARKETING,2026-06-19 17:36:00,USD,Influencer Campaign,2026-06-19 17:36:00,PAID,Influencer Campaign
230,513,SALARY,2026-06-20 10:40:00,USD,Developer Salary,2026-06-20 10:40:00,PAID,Developer Salary
93,605,SALARY,2026-06-20 12:07:00,USD,QA Salary,2026-06-20 12:07:00,PAID,QA Salary
185,618,SALARY,2026-06-20 12:54:00,USD,Designer Salary,2026-06-20 12:54:00,PAID,Designer Salary
